name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,max_power (in bph),Mileage,Engine (CC)
9,0.5793789953194354,0.7049846646788728,-0.6286658300482503,1,1,1,0,0.0,2.1729956769908005,0.46949557436628836,1.3759290218676083
5,1.2021293380367601,0.24709882052909177,-0.9027959503936088,3,1,0,0,0.0,-0.4398663730294796,-0.7537925965640436,-0.7685045323061254
9,0.8907541666780977,0.5059038628746202,0.46785465133318405,1,1,1,0,0.0,2.180866691721552,0.19035599173789028,1.3759290218676083
3,-0.9774968614738763,-0.8130064490785535,-0.08040558935753307,3,1,1,2,0.0,0.309454229338067,-0.8769424124295152,0.08498002225502059
5,-0.3547465187565516,0.25705286061930444,1.5643751327146183,1,1,1,2,0.0,0.0009104518926064284,1.208394469559106,0.30371224478074144
9,-0.3547465187565516,0.25705286061930444,2.9350257344414112,1,1,1,0,0.0,1.8647667401345698,-0.7291626333909517,1.804815732702355
1,0.26800382396077305,1.0533760678363149,0.7419847716785426,1,1,1,0,0.0,1.549296469726049,1.1016646291423664,1.3759290218676083
5,0.8907541666780977,0.43124358517798034,-1.451056191084326,3,0,1,0,0.0,-0.4373476483156387,1.3725942240464015,-0.7685045323061254
3,-0.6661216901152139,-0.5392703465977061,-0.9576219744626805,3,0,1,0,0.0,-0.3737498492911669,-1.3284917372695717,-0.3910842267715483
3,0.26800382396077305,-0.23567212384622083,-0.49160076987557094,3,0,1,2,0.0,-0.3737498492911669,-1.3284917372695717,-0.3910842267715483
5,-1.9116223755498634,-1.3853637542657797,0.13889850691875377,3,0,1,3,0.0,-1.7433064124419342,-1.4188016022375824,-1.6348556881923137
3,0.8907541666780977,1.6257333730235413,1.2902450123692597,1,1,1,0,0.0,0.9284308277643677,0.9128349114819789,0.9384645768161666
5,-1.600247204191201,-1.0618574513338692,0.3856156152295765,3,0,1,2,0.0,-0.43671796713717914,0.29708583215462997,-0.7685045323061254
5,1.5135045093954225,1.0782611680618466,-1.451056191084326,3,1,1,0,0.0,0.4920617710915021,-0.17909345585851852,0.08498002225502059
5,1.2021293380367601,1.0533760678363149,-0.7657308902209295,3,1,1,0,0.0,0.5739203242913179,-0.02310368909559198,0.08498002225502059
3,-0.3547465187565516,0.26700192368947195,0.16631151895328963,1,1,1,0,0.0,0.9303198712997481,0.3873956971226407,0.9384645768161666
5,1.8248796807540848,0.3814783617469623,-1.3688171549807184,3,1,1,0,0.0,-0.4373476483156387,0.1657260285647954,-0.7685045323061254
5,0.8907541666780977,0.9787207671597201,-0.6286658300482503,3,1,1,0,0.0,0.5764390490051587,-0.4746530139356456,0.08498002225502059
5,0.8907541666780977,0.20728266016824126,-0.7657308902209295,3,1,1,0,0.0,-0.4373476483156387,-0.7537925965640436,-0.7685045323061254
1,0.8907541666780977,2.2478608786618306,0.36201301186784113,1,1,1,0,0.0,1.5725946733290728,1.2904943468027537,1.3759290218676083
6,1.2021293380367601,-0.24064914389132716,-1.039861010566288,3,1,1,0,0.0,-0.4398663730294796,1.2987043345271196,-0.764215665197778
5,0.26800382396077305,-0.190878943440264,-0.6286658300482503,3,1,1,2,0.0,-0.4373476483156387,1.3725942240464015,-0.7685045323061254
5,-1.9116223755498634,-1.4600190549423744,0.05665947081514621,3,1,1,1,0.0,-1.7433064124419342,-1.4188016022375824,-1.6348556881923137
5,-0.6661216901152139,-0.2904193443423903,-1.059050118990463,3,0,1,0,0.0,0.4920617710915021,-0.17909345585851852,0.08498002225502059
7,1.2021293380367601,3.1188393865554356,-1.5058822151533977,1,0,0,0,0.0,2.1733105175800302,0.05899618814805572,1.3716401547592607
9,-0.9774968614738763,-0.48950014614664294,1.0161148920239012,1,1,1,2,0.0,1.8647667401345698,-0.7291626333909517,1.804815732702355
1,-0.9774968614738763,-1.186282952461527,1.5643751327146183,1,1,1,0,0.0,-0.3768982551834673,-1.1725019705066422,0.951331178141209
5,0.26800382396077305,0.580559163551215,-0.7218700709656721,3,1,1,0,0.0,0.4920617710915021,-0.8441024615320573,0.08498002225502059
5,0.26800382396077305,-0.04156834208707452,-0.35453570970289167,3,1,0,2,0.0,-0.4398663730294796,-0.7537925965640436,-0.7685045323061254
5,-1.2888720328325387,-0.8876617497551482,1.5643751327146183,1,1,1,0,0.0,-0.005386359891994443,-0.26940332082652924,0.30371224478074144
8,-1.2888720328325387,-0.48950014614664294,-0.08040558935753307,1,1,1,0,0.0,0.8320896074599688,0.0015262740775029149,0.8012208293490476
7,0.8907541666780977,0.456133662423557,0.7419847716785426,1,1,1,0,0.0,0.0009104518926064284,1.24944440818093,0.30371224478074144
5,0.5793789953194354,0.30681808405032246,-0.08040558935753307,3,1,1,2,0.0,0.5764390490051587,-0.4746530139356456,0.08498002225502059
7,1.5135045093954225,0.6054442637767465,-1.3414041429461825,3,1,1,0,0.0,0.6305916303527294,-0.9262023387757021,0.09355775647171552
5,0.8907541666780977,0.754754865129936,-0.35453570970289167,3,1,1,0,0.0,0.5764390490051587,-0.4746530139356456,0.08498002225502059
5,1.2021293380367601,0.10774225926611494,-0.7657308902209295,3,1,0,0,0.0,-0.4398663730294796,-0.7537925965640436,-0.7685045323061254
5,0.8907541666780977,0.754754865129936,-1.1769260707389673,3,1,1,0,0.0,0.4920617710915021,-0.17909345585851852,0.08498002225502059
5,1.2021293380367601,1.5013078718958832,-1.5113648175603047,3,1,0,0,0.0,0.4920617710915021,0.46949557436628836,0.08498002225502059
5,0.8907541666780977,0.5059038628746202,-1.1769260707389673,3,1,1,0,0.0,0.4920617710915021,-0.8441024615320573,0.08498002225502059
5,0.26800382396077305,-0.5392703465977061,-0.08040558935753307,3,1,1,0,0.0,-0.4373476483156387,-0.7537925965640436,-0.7685045323061254
5,1.2021293380367601,2.1483204777597043,-1.5881212512570053,3,1,0,0,0.0,0.5739203242913179,-0.02310368909559198,0.08498002225502059
5,-0.9774968614738763,-1.186282952461527,-1.039861010566288,3,1,1,2,0.0,-1.7433064124419342,-1.4188016022375824,-1.6348556881923137
3,1.8248796807540848,0.6253523439571718,-0.847969926324537,3,1,1,0,0.0,0.495839858162263,-1.0575621423655366,0.08498002225502059
5,0.26800382396077305,-0.7632362486274903,-0.6286658300482503,3,1,1,0,0.0,-1.680338294595922,1.0770346659692716,-1.6348556881923137
5,0.5793789953194354,-0.24064914389132716,2.1126353734053356,3,1,1,0,0.0,-0.4373476483156387,-0.7537925965640436,-0.7685045323061254
5,-1.2888720328325387,-0.7383511484019587,1.2902450123692597,1,1,1,2,0.0,-0.005386359891994443,-0.26940332082652924,0.30371224478074144
5,-0.3547465187565516,0.754754865129936,0.1937245309878255,1,1,1,0,0.0,0.0009104518926064284,1.6188938557773387,0.30371224478074144
3,-1.600247204191201,-0.9872021506572745,-0.27229667359928406,3,1,1,2,0.0,0.309454229338067,-0.8769424124295152,0.08498002225502059
5,-0.04337134739788929,0.5059038628746202,1.5643751327146183,1,1,1,2,0.0,0.0009104518926064284,1.6188938557773387,0.30371224478074144
5,0.26800382396077305,-0.24064914389132716,1.0161148920239012,3,1,1,0,0.0,0.5745500054697783,-0.8441024615320573,0.08498002225502059
3,0.8907541666780977,1.999009876406515,-0.6560788420827861,1,1,1,0,0.0,0.9284308277643677,0.9128349114819789,0.9384645768161666
5,-0.6661216901152139,-0.190878943440264,2.606069590026981,1,1,1,0,0.0,0.0009104518926064284,1.6188938557773387,0.30371224478074144
5,0.26800382396077305,0.6303293640022781,-1.1769260707389673,3,1,1,0,0.0,0.5764390490051587,-0.4746530139356456,0.08498002225502059
5,-0.04337134739788929,-0.11622364276366925,0.46785465133318405,3,1,1,0,0.0,0.4920617710915021,-0.8441024615320573,0.08498002225502059
3,0.26800382396077305,0.5059038628746202,0.1937245309878255,1,1,1,1,0.0,0.9284308277643677,0.9128349114819789,0.9384645768161666
7,-0.6661216901152139,-0.5392703465977061,-0.08040558935753307,1,1,1,0,0.0,0.9303198712997481,-0.33508322262144796,0.30371224478074144
5,-2.84574788962585,-1.435133954716843,-0.49160076987557094,3,1,1,2,0.0,-1.7433064124419342,-1.4188016022375824,-1.6348556881923137
5,0.5793789953194354,0.6054442637767465,-1.1769260707389673,3,1,1,0,0.0,0.4920617710915021,-0.8441024615320573,0.08498002225502059
5,1.5135045093954225,1.3768823707682254,-1.272871612859843,3,1,1,0,0.0,0.4920617710915021,-0.343293210345811,0.08498002225502059
5,-2.84574788962585,-1.5346743556189693,0.9985979773338328,3,1,1,2,0.0,-1.7433064124419342,-1.4188016022375824,-1.6348556881923137
7,1.2021293380367601,1.2275717694150359,-1.451056191084326,3,1,0,0,0.0,0.6305916303527294,-0.9262023387757021,0.09355775647171552
5,0.8907541666780977,0.05796708179500668,-0.4367747458064992,3,1,1,0,0.0,-0.4373476483156387,-0.7537925965640436,-0.7685045323061254
5,0.5793789953194354,1.2524568696405676,-0.35453570970289167,3,1,0,0,0.0,0.5739203242913179,-0.02310368909559198,0.08498002225502059
5,-0.04337134739788929,0.00820185836398863,-0.35453570970289167,3,1,1,0,0.0,0.4920617710915021,-0.8441024615320573,0.08498002225502059
5,0.8907541666780977,-0.23567212384622083,-0.7383178781863936,3,1,1,0,0.0,-0.4373476483156387,1.3725942240464015,-0.7685045323061254
5,-2.84574788962585,-1.5595594558445007,0.46785465133318405,3,1,1,1,0.0,-1.7433064124419342,-1.4188016022375824,-1.6348556881923137
1,-1.2888720328325387,-1.1365127520104639,0.7419847716785426,1,1,1,2,0.0,-0.3768982551834673,-1.1725019705066422,0.951331178141209
5,1.2021293380367601,1.0533760678363149,-0.29970968563381994,3,0,1,0,0.0,0.4920617710915021,0.46949557436628836,0.08498002225502059
6,1.2021293380367601,-0.04156834208707452,-1.3688171549807184,3,0,1,0,0.0,-1.3050483122336887,-0.5895928420767512,-1.6219890868672715
8,-0.3547465187565516,0.00820185836398863,0.1937245309878255,1,0,1,2,0.0,-0.43608828595871874,1.7748836225402682,0.8012208293490476
3,-1.600247204191201,-0.9125468499806797,-0.08040558935753307,3,0,1,0,0.0,0.309454229338067,-0.8769424124295152,0.08498002225502059
6,-0.04337134739788929,0.8542952660320623,-0.6286658300482503,1,0,1,0,0.0,0.6179980067835267,-0.8030525229102334,1.217240938858752
3,-1.2888720328325387,-1.2858233533636534,0.1937245309878255,3,1,1,1,0.0,0.309454229338067,-0.8769424124295152,0.08498002225502059
5,-0.3547465187565516,-0.8627766495296166,-0.12582895029875898,3,2,1,0,0.0,-0.43671796713717914,0.29708583215462997,-0.7685045323061254
5,1.5135045093954225,1.2524568696405676,-1.5710977707835585,3,2,0,0,0.0,0.4920617710915021,0.46949557436628836,0.08498002225502059
5,1.2021293380367601,1.0036058673852517,0.1876662553281931,3,0,0,0,0.0,0.4920617710915021,0.46949557436628836,0.08498002225502059
3,-1.2888720328325387,-1.2360531529125902,1.1805929642311164,3,1,1,3,0.0,0.309454229338067,-0.8769424124295152,0.08498002225502059
5,-0.6661216901152139,-0.48950014614664294,1.0161148920239012,1,1,1,2,0.0,0.9328385960135881,0.05899618814805572,0.30371224478074144
5,0.5793789953194354,-0.7881213488530219,-0.35453570970289167,3,1,1,0,0.0,-1.680338294595922,1.0770346659692716,-1.6348556881923137
5,1.8248796807540848,0.05796708179500668,-0.7657308902209295,0,1,1,0,0.0,-0.7735973976133446,-0.4500230507625536,0.08069115514667312
5,-1.2888720328325387,-1.2360531529125902,0.46785465133318405,3,1,1,0,0.0,-0.4335695612448787,-0.4171830998650928,-0.7685045323061254
3,-0.3547465187565516,-0.8926387698002545,-0.35453570970289167,3,1,1,2,0.0,-1.1828901636124245,-0.26940332082652924,-1.5576560802420594
3,0.8907541666780977,2.745562883172462,-0.49160076987557094,1,1,1,0,0.0,0.9265417842289873,-0.039523664544320936,0.9384645768161666
5,-1.2888720328325387,-1.186282952461527,0.46785465133318405,3,1,1,2,0.0,-1.7433064124419342,-1.4188016022375824,-1.6348556881923137
8,-0.3547465187565516,0.25705286061930444,0.11148549488421793,1,1,1,0,0.0,-0.4335695612448787,1.7748836225402682,0.8012208293490476
5,-0.3547465187565516,0.6552144642278096,1.5643751327146183,1,1,1,2,0.0,0.0009104518926064284,1.6188938557773387,0.30371224478074144
9,0.26800382396077305,0.6054442637767465,1.2902450123692597,1,1,1,2,0.0,0.9328385960135881,-1.0575621423655366,1.3759290218676083
4,-0.9774968614738763,-0.8378965263241301,2.9350257344414112,1,1,1,2,0.0,-0.6224739147829156,-0.35150319807017694,1.217240938858752
5,-0.04337134739788929,-0.3899597452445166,-0.35453570970289167,3,1,1,0,0.0,-0.4373476483156387,1.3725942240464015,-0.7685045323061254
1,0.26800382396077305,-0.5293163065074934,0.1937245309878255,1,1,1,0,0.0,-0.3737498492911669,-1.1725019705066422,0.951331178141209
5,-0.04337134739788929,-0.06645344231260611,-1.039861010566288,3,1,1,0,0.0,-0.4373476483156387,1.3725942240464015,-0.7685045323061254
5,1.5135045093954225,1.3768823707682254,-1.451056191084326,3,1,1,0,0.0,0.4920617710915021,-0.17909345585851852,0.08498002225502059
1,1.2021293380367601,2.745562883172462,-0.9027959503936088,1,1,1,0,0.0,1.5725946733290728,1.2904943468027537,1.3759290218676083
3,0.26800382396077305,1.0533760678363149,-0.35453570970289167,1,1,1,2,0.0,0.9284308277643677,-0.1955134313072475,0.9384645768161666
3,-0.6661216901152139,0.6303293640022781,1.5643751327146183,1,1,1,0,0.0,0.9284308277643677,0.9128349114819789,0.9384645768161666
5,0.26800382396077305,0.18239258292266458,-0.35453570970289167,3,1,1,2,0.0,0.5745500054697783,-0.8441024615320573,0.08498002225502059
1,-0.3547465187565516,-0.48950014614664294,-0.08040558935753307,1,1,1,2,0.0,1.008400337428803,1.7009937330209863,1.3759290218676083
3,-1.9116223755498634,-0.8378965263241301,-0.35453570970289167,3,1,1,0,0.0,-0.3737498492911669,-1.3284917372695717,-0.3910842267715483
3,1.2021293380367601,0.5059038628746202,-0.08040558935753307,3,1,1,0,0.0,0.495839858162263,-1.0575621423655366,0.08498002225502059
5,-0.04337134739788929,-0.7383511484019587,-1.039861010566288,3,1,1,0,0.0,-1.680338294595922,1.0770346659692716,-1.6348556881923137
9,-0.9774968614738763,-0.7383511484019587,0.1937245309878255,1,1,1,2,0.0,1.8647667401345698,-0.7291626333909517,1.804815732702355
8,-0.3547465187565516,0.05796708179500668,-0.49160076987557094,1,1,1,0,0.0,-0.43608828595871874,1.7748836225402682,0.8012208293490476
5,0.5793789953194354,-0.6388107474998324,-0.35453570970289167,3,1,1,0,0.0,-1.680338294595922,1.0770346659692716,-1.6348556881923137
5,-0.9774968614738763,-1.1613978522359956,0.7419847716785426,3,1,1,0,0.0,-0.4335695612448787,-0.4171830998650928,-0.7685045323061254
3,-0.3547465187565516,-1.0867425515594007,-0.08040558935753307,3,1,1,0,0.0,-1.1828901636124245,-0.26940332082652924,-1.5576560802420594
5,-1.600247204191201,-1.3604786540402483,-0.08040558935753307,3,1,1,3,0.0,-1.7433064124419342,-1.4188016022375824,-1.6348556881923137
9,-0.6661216901152139,0.25705286061930444,0.7419847716785426,1,1,1,0,0.0,1.8647667401345698,-0.7291626333909517,1.804815732702355
5,-0.9774968614738763,-0.9374319502062113,-0.46418775784103505,3,1,1,0,0.0,-0.4335695612448787,-0.4171830998650928,-0.7685045323061254
3,0.8907541666780977,-0.3899597452445166,-1.3139911309116465,3,1,1,2,0.0,-1.1828901636124245,-0.26940332082652924,-1.5576560802420594
5,-1.600247204191201,-1.3355935538147166,0.1937245309878255,3,1,1,2,0.0,-1.7433064124419342,-1.4188016022375824,-1.6348556881923137
1,-0.3547465187565516,-0.9872021506572745,0.1937245309878255,1,1,1,2,0.0,-0.4398663730294796,-1.4352215776863113,0.951331178141209
5,0.26800382396077305,-0.8080294290334471,-0.08040558935753307,3,1,1,0,0.0,-1.680338294595922,1.0770346659692716,-1.6348556881923137
5,0.26800382396077305,-0.04156834208707452,-0.6286658300482503,3,1,1,0,0.0,-0.4373476483156387,-0.7537925965640436,-0.7685045323061254
3,0.8907541666780977,-0.48950014614664294,-1.451056191084326,3,1,1,0,0.0,-1.1828901636124245,-0.26940332082652924,-1.5576560802420594
3,1.5135045093954225,0.33668518134100545,-1.039861010566288,3,1,0,1,0.0,-0.3768982551834673,-0.9262023387757021,-0.3910842267715483
1,-0.04337134739788929,0.43124358517798034,-0.24488366156474822,1,0,1,0,0.0,1.5725946733290728,1.2904943468027537,1.3759290218676083
3,-0.9774968614738763,-0.8876617497551482,1.5643751327146183,1,1,1,2,0.0,1.008400337428803,1.2904943468027537,0.9384645768161666
1,-0.3547465187565516,-0.7632362486274903,0.1937245309878255,1,1,1,2,0.0,-0.3706014433988664,-1.1725019705066422,0.951331178141209
3,-0.6661216901152139,-0.9374319502062113,0.35820260319504066,3,1,1,1,0.0,0.309454229338067,-0.8769424124295152,0.08498002225502059
5,1.8248796807540848,1.6506184732490727,-1.6840667933778808,3,1,1,0,0.0,0.4920617710915021,-0.17909345585851852,0.08498002225502059
5,0.26800382396077305,0.00820185836398863,-0.6286658300482503,3,1,1,0,0.0,-0.4373476483156387,-0.7537925965640436,-0.7685045323061254
3,0.26800382396077305,-0.5890405470487693,-0.08040558935753307,3,1,1,2,0.0,-1.1828901636124245,-0.26940332082652924,-1.5576560802420594
9,0.8907541666780977,1.5013078718958832,-0.6038296411449607,1,0,1,0,0.0,2.180866691721552,0.19035599173789028,1.3759290218676083
3,-0.6661216901152139,-0.6388107474998324,-0.5257299698585681,3,0,1,2,0.0,-1.1828901636124245,-0.26940332082652924,-1.5576560802420594
5,0.26800382396077305,0.5059038628746202,2.4017329983215507,3,0,1,0,0.0,0.4920617710915021,0.46949557436628836,0.08498002225502059
3,-0.9774968614738763,-0.9872021506572745,0.46785465133318405,3,1,1,0,0.0,-0.3737498492911669,-1.3284917372695717,-0.3910842267715483
6,0.5793789953194354,-0.24064914389132716,-1.039861010566288,3,1,1,0,0.0,-0.4398663730294796,1.2987043345271196,-0.764215665197778
5,-0.3547465187565516,-0.9872021506572745,-1.067274022600824,3,1,1,0,0.0,-1.680338294595922,1.0770346659692716,-1.6348556881923137
1,-0.6661216901152139,-0.48950014614664294,0.1937245309878255,1,1,1,2,0.0,-0.3768982551834673,-1.1725019705066422,0.951331178141209
3,-1.9116223755498634,-1.310708453589185,0.46785465133318405,3,1,1,2,0.0,-0.3737498492911669,-1.3284917372695717,-0.3910842267715483
5,-0.9774968614738763,-0.48950014614664294,0.1937245309878255,1,1,1,2,0.0,0.0009104518926064284,1.208394469559106,0.30371224478074144
5,-0.04337134739788929,0.10774225926611494,0.46785465133318405,1,1,1,0,0.0,0.0009104518926064284,1.6188938557773387,0.30371224478074144
3,0.26800382396077305,-0.8130064490785535,-0.35453570970289167,3,1,1,0,0.0,-1.1828901636124245,-0.26940332082652924,-1.5576560802420594
1,0.5793789953194354,1.2524568696405676,1.7014401928872978,1,1,1,0,0.0,1.549296469726049,1.1016646291423664,1.3759290218676083
5,0.5793789953194354,-0.24064914389132716,0.46785465133318405,3,1,1,0,0.0,-0.4373476483156387,-0.7537925965640436,-0.7685045323061254
3,-1.2888720328325387,-0.6388107474998324,0.7419847716785426,1,1,1,3,0.0,1.008400337428803,1.2904943468027537,0.9384645768161666
7,0.8907541666780977,0.25705286061930444,-0.35453570970289167,1,1,1,0,0.0,0.0009104518926064284,1.24944440818093,0.30371224478074144
3,-1.9116223755498634,-0.6139256472743008,0.9612888679548295,3,1,1,3,0.0,0.309454229338067,-0.8769424124295152,0.08498002225502059
5,-0.6661216901152139,-0.9125468499806797,0.7419847716785426,3,1,1,3,0.0,-1.7433064124419342,-1.4188016022375824,-1.6348556881923137
5,1.5135045093954225,1.277341969866099,-1.039861010566288,3,1,1,0,0.0,0.4920617710915021,-0.17909345585851852,0.08498002225502059
1,1.5135045093954225,1.999009876406515,-0.9027959503936088,1,1,1,3,0.0,1.5725946733290728,1.2904943468027537,1.3759290218676083
9,-0.9774968614738763,-0.48950014614664294,0.24855055505689722,1,1,1,2,0.0,1.8647667401345698,-0.7291626333909517,1.804815732702355
5,0.26800382396077305,-0.3899597452445166,-0.35453570970289167,3,1,1,2,0.0,-0.4373476483156387,-0.7537925965640436,-0.7685045323061254
3,-1.2888720328325387,-0.9374319502062113,-1.1769260707389673,3,1,1,0,0.0,-0.3737498492911669,-1.3284917372695717,-0.3910842267715483
6,0.5793789953194354,-0.48950014614664294,-0.35453570970289167,3,1,1,0,0.0,-0.4398663730294796,1.2987043345271196,-0.764215665197778
3,0.26800382396077305,-0.5392703465977061,-1.2591651068425749,3,1,1,0,0.0,-1.1828901636124245,-0.26940332082652924,-1.5576560802420594
5,0.5793789953194354,-0.016683241861542946,-0.35453570970289167,3,1,1,0,0.0,-0.4373476483156387,1.3725942240464015,-0.7685045323061254
3,-0.04337134739788929,-1.012087250882806,0.05665947081514621,3,1,1,2,0.0,-1.1828901636124245,-0.26940332082652924,-1.5576560802420594
3,0.26800382396077305,1.575963172572478,-0.35453570970289167,1,1,1,0,0.0,0.9284308277643677,0.9128349114819789,0.9384645768161666
3,-0.6661216901152139,-0.3153044445679219,1.9755703132326563,1,1,1,0,0.0,0.9303198712997481,0.3873956971226407,0.9384645768161666
5,-0.04337134739788929,-0.48950014614664294,-0.7657308902209295,3,1,1,0,0.0,-0.4373476483156387,1.3725942240464015,-0.7685045323061254
7,-0.3547465187565516,-0.5890405470487693,0.46785465133318405,1,1,1,0,0.0,0.9303198712997481,-0.33508322262144796,0.30371224478074144
3,1.2021293380367601,0.5059038628746202,-1.451056191084326,3,1,1,0,0.0,0.495839858162263,-1.0575621423655366,0.08498002225502059
6,0.8907541666780977,-0.48950014614664294,-0.7657308902209295,3,1,1,0,0.0,-0.4398663730294796,1.2987043345271196,-0.764215665197778
9,-0.04337134739788929,-0.24064914389132716,-0.08040558935753307,1,1,1,2,0.0,0.9328385960135881,-1.0575621423655366,1.3759290218676083
5,0.26800382396077305,0.25705286061930444,-0.9027959503936088,3,1,1,0,0.0,0.4920617710915021,-0.8441024615320573,0.08498002225502059
3,-0.9774968614738763,-1.0867425515594007,0.46785465133318405,3,1,1,2,0.0,-1.1828901636124245,-0.26940332082652924,-1.5576560802420594
3,-0.3547465187565516,-0.9872021506572745,0.46785465133318405,3,1,1,2,0.0,-1.1828901636124245,-0.26940332082652924,-1.5576560802420594
5,-2.84574788962585,-1.5595594558445007,2.386765493750694,3,1,1,2,0.0,-1.7433064124419342,-1.4188016022375824,-1.6348556881923137
9,-1.2888720328325387,-0.6139256472743008,0.46785465133318405,1,1,1,1,0.0,-0.005386359891994443,0.5269654884368412,0.09355775647171552
3,-0.6661216901152139,-0.3849827251994103,1.0161148920239012,1,1,1,2,0.0,1.008400337428803,1.2904943468027537,0.9384645768161666
7,-0.6661216901152139,-0.7383511484019587,-0.6286658300482503,1,1,1,0,0.0,0.0009104518926064284,0.7157952060972286,0.30371224478074144
5,-1.2888720328325387,-1.1613978522359956,-0.9027959503936088,3,1,1,3,0.0,-1.7433064124419342,-1.4188016022375824,-1.6348556881923137
5,-0.3547465187565516,0.1575124597171781,0.6323327235403993,1,1,1,2,0.0,0.0009104518926064284,1.208394469559106,0.30371224478074144
6,1.2021293380367601,0.00820185836398863,-0.08040558935753307,3,1,1,0,0.0,-0.4398663730294796,1.2987043345271196,-0.764215665197778
5,0.26800382396077305,0.1575124597171781,-1.5881212512570053,3,1,1,0,0.0,-0.4373476483156387,-0.7537925965640436,-0.7685045323061254
5,0.8907541666780977,0.8692263261673813,-0.9027959503936088,3,1,1,0,0.0,0.4920617710915021,-0.8441024615320573,0.08498002225502059
3,0.26800382396077305,-0.9374319502062113,-0.6286658300482503,3,1,1,0,0.0,-1.1828901636124245,-0.26940332082652924,-1.5576560802420594
7,1.5135045093954225,0.754754865129936,-1.3139911309116465,3,1,1,0,0.0,0.6305916303527294,-0.9262023387757021,0.09355775647171552
5,-1.9116223755498634,-1.5097892553934376,1.5643751327146183,3,1,1,0,0.0,-1.7433064124419342,-1.4188016022375824,-1.6348556881923137
3,-0.6661216901152139,-0.7682132686725966,-0.6834918541173219,3,1,1,0,0.0,-1.1828901636124245,-0.26940332082652924,-1.5576560802420594
5,-0.3547465187565516,-0.7383511484019587,0.7419847716785426,3,1,1,2,0.0,-0.4373476483156387,-0.7537925965640436,-0.7685045323061254
5,0.5793789953194354,1.3022270700916307,-0.08040558935753307,3,1,1,0,0.0,0.5739203242913179,-0.02310368909559198,0.08498002225502059
5,-0.6661216901152139,-0.5890405470487693,2.5528883466799814,1,1,1,0,0.0,-0.002867635178154452,1.4546941012900463,0.30371224478074144
5,0.8907541666780977,0.6303293640022781,0.1937245309878255,3,1,1,0,0.0,0.5764390490051587,-0.4746530139356456,0.08498002225502059
5,0.26800382396077305,-0.7831443288079155,-1.3139911309116465,3,1,1,0,0.0,-1.680338294595922,1.0770346659692716,-1.6348556881923137
5,0.26800382396077305,-0.8130064490785535,-1.1769260707389673,3,1,1,0,0.0,-1.680338294595922,1.0770346659692716,-1.6348556881923137
1,0.26800382396077305,1.0782611680618466,0.46785465133318405,1,1,1,0,0.0,1.549296469726049,1.1016646291423664,1.3759290218676083
4,-0.04337134739788929,-0.24064914389132716,1.2902450123692597,1,1,1,2,0.0,-0.6224739147829156,-0.5157029525574695,1.217240938858752
5,-0.04337134739788929,-0.24064914389132716,-0.7657308902209295,3,1,1,0,0.0,-0.4373476483156387,-0.7537925965640436,-0.7685045323061254
